-2.078306,-1.613729,-1.242231,-0.945278,-0.708026,-0.518599,-0.367515,-0.247216,-0.151727,-0.076416,-0.022881,0.026596,0.077270,0.128773,0.180886,0.233461,0.286387,0.339577,0.392955,0.446455,0.500015,0.553575,0.607075,0.660453,0.713642,0.766568,0.819142,0.871254,0.922757,0.973431,1.022906,1.076440,1.151750,1.247238,1.367535,1.518617,1.708041,1.945290,2.242239,2.613734,3.078306
-2.078306,-1.613729,-1.242231,-0.945278,-0.708026,-0.518599,-0.367515,-0.247216,-0.151727,-0.076416,-0.017881,0.031096,0.081270,0.132273,0.183886,0.235961,0.288387,0.341077,0.393955,0.446955,0.500015,0.553075,0.606075,0.658953,0.711642,0.764068,0.816142,0.867754,0.918757,0.968931,1.017906,1.076440,1.151750,1.247238,1.367535,1.518617,1.708041,1.945290,2.242239,2.613734,3.078306
-2.078306,-1.613726,-1.242222,-0.945261,-0.707994,-0.518538,-0.367395,-0.246970,-0.151174,-0.075044,-0.014316,0.035036,0.085104,0.135791,0.186987,0.238591,0.290516,0.342686,0.395033,0.447496,0.500015,0.552534,0.604996,0.657343,0.709513,0.761437,0.813041,0.864236,0.914923,0.964990,1.014342,1.075069,1.151197,1.246992,1.367415,1.518556,1.708008,1.945273,2.242230,2.613730,3.078306
-2.078306,-1.613715,-1.242198,-0.945214,-0.707905,-0.518373,-0.367086,-0.246385,-0.150078,-0.073110,-0.011365,0.038389,0.088534,0.139071,0.189967,0.241175,0.292640,0.344308,0.396128,0.448046,0.500015,0.551983,0.603901,0.655721,0.707389,0.758854,0.810061,0.860957,0.911493,0.961637,1.011390,1.073135,1.150101,1.246406,1.367106,1.518391,1.707920,1.945226,2.242206,2.613720,3.078306
-2.078306,-1.613694,-1.242148,-0.945118,-0.707728,-0.518057,-0.366531,-0.245450,-0.148608,-0.071028,-0.008769,0.041243,0.091473,0.141935,0.192623,0.243519,0.294595,0.345818,0.397154,0.448565,0.500014,0.551463,0.602874,0.654210,0.705433,0.756509,0.807404,0.858092,0.908553,0.958783,1.008794,1.071052,1.148631,1.245471,1.366550,1.518074,1.707743,1.945129,2.242156,2.613698,3.078306
-2.078306,-1.613655,-1.242058,-0.944948,-0.707429,-0.517552,-0.365726,-0.244253,-0.146981,-0.069020,-0.006501,0.043639,0.093904,0.144301,0.194830,0.245483,0.296246,0.347103,0.398032,0.449011,0.500014,0.551017,0.601996,0.652924,0.703781,0.754544,0.805197,0.855725,0.906122,0.956386,1.006525,1.069043,1.147003,1.244274,1.365744,1.517569,1.707443,1.944959,2.242066,2.613659,3.078306
-2.078306,-1.613589,-1.241911,-0.944681,-0.706984,-0.516862,-0.364733,-0.242940,-0.145387,-0.067224,-0.004594,0.045584,0.095833,0.146154,0.196547,0.247008,0.297530,0.348103,0.398716,0.449358,0.500013,0.550669,0.601310,0.651924,0.702496,0.753018,0.803478,0.853870,0.904191,0.954439,1.004617,1.067246,1.145408,1.242960,1.364751,1.516878,1.706998,1.944691,2.241918,2.613593,3.078306
-2.078306,-1.613487,-1.241689,-0.944301,-0.706400,-0.516039,-0.363666,-0.241665,-0.143966,-0.065725,-0.003072,0.047092,0.097293,0.147532,0.197807,0.248117,0.298456,0.348822,0.399207,0.449606,0.500012,0.550418,0.600817,0.651203,0.701568,0.751907,0.802216,0.852491,0.902729,0.952930,1.003093,1.065745,1.143985,1.241683,1.363682,1.516053,1.706413,1.944311,2.241696,2.613491,3.078306
-2.078306,-1.613341,-1.241387,-0.943819,-0.705722,-0.515172,-0.362645,-0.240543,-0.142796,-0.064550,-0.001921,0.048203,0.098346,0.148508,0.198686,0.248881,0.299089,0.349309,0.399538,0.449773,0.500011,0.550249,0.600484,0.650712,0.700932,0.751140,0.801334,0.851512,0.901673,0.951816,1.001940,1.064568,1.142813,1.240559,1.362659,1.515184,1.705733,1.943828,2.241393,2.613344,3.078306
-2.078306,-1.613149,-1.241013,-0.943270,-0.705018,-0.514351,-0.361755,-0.239628,-0.141890,-0.063676,-0.001089,0.048991,0.099079,0.149176,0.199280,0.249390,0.299506,0.349627,0.399752,0.449880,0.500008,0.550137,0.600264,0.650389,0.700510,0.750626,0.800736,0.850840,0.900936,0.951024,1.001103,1.063690,1.141903,1.239640,1.361766,1.514361,1.705027,1.943276,2.241017,2.613151,3.078306
-2.078306,-1.612916,-1.240588,-0.942694,-0.704341,-0.513621,-0.361014,-0.238905,-0.141203,-0.063032,-0.000488,0.049550,0.099592,0.149636,0.199684,0.249733,0.299785,0.349839,0.399893,0.449949,0.500005,0.550061,0.600116,0.650171,0.700224,0.750276,0.800325,0.850373,0.900417,0.950458,1.000497,1.063040,1.141211,1.238912,1.361020,1.513627,1.704346,1.942698,2.240590,2.612917,3.078306
-2.078306,-1.612645,-1.240116,-0.942093,-0.703674,-0.512939,-0.360352,-0.238281,-0.140625,-0.062500,0.000000,0.050000,0.100000,0.150000,0.200000,0.250000,0.300000,0.350000,0.400000,0.450000,0.500000,0.550000,0.600000,0.650000,0.700000,0.750000,0.800000,0.850000,0.900000,0.950000,1.000000,1.062500,1.140625,1.238281,1.360352,1.512939,1.703674,1.942093,2.240116,2.612645,3.078306
